UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
11097,L51096,L,304.5,313.4,1437,41.0,68,0,0,0,0,0,0
11098,H11097,H,302.2,313.8,1482,61.4,110,0,0,0,0,0,0
11099,L51098,L,296.6,306.0,1201,30.2,113,0,0,0,0,0,0
11100,H11099,H,298.4,307.6,1715,64.7,59,0,0,0,0,0,0
11101,M21100,M,300.2,313.0,1823,31.7,122,0,0,0,0,0,0
11102,H11101,H,299.6,310.0,1456,21.7,226,0,0,0,0,0,0
11103,L51102,L,299.8,312.1,1877,39.9,80,0,0,0,0,0,0
11104,L51103,L,298.8,305.7,1387,39.9,80,0,0,0,0,0,0
11105,M21104,M,302.6,313.7,1400,31.5,252,0,0,0,0,0,0
11106,L51105,L,298.3,305.8,1625,36.0,232,0,0,0,0,0,0
11107,M21106,M,297.8,306.3,1467,25.2,118,0,0,0,0,0,0
11108,L51107,L,301.6,309.8,1876,34.4,92,0,0,0,0,0,0
11109,H11108,H,300.3,310.3,1503,43.1,159,0,0,0,0,0,0
11110,L51109,L,298.2,307.5,1646,26.1,130,0,0,0,0,0,0
11111,M21110,M,300.7,310.1,1664,32.0,117,0,0,0,0,0,0
11112,L51111,L,300.2,310.9,1426,27.9,217,0,0,0,0,0,0
11113,L51112,L,299.8,310.7,1785,47.8,10,0,0,0,0,0,0
11114,L51113,L,299.7,310.2,1362,49.1,196,0,0,0,0,0,0
11115,L51114,L,303.4,312.8,1660,52.3,57,0,0,0,0,0,0
11116,L51115,L,302.7,313.8,1192,38.7,164,0,0,0,0,0,0
11117,L51116,L,301.3,313.6,1772,36.5,68,0,0,0,0,0,0
11118,L51117,L,302.6,310.5,1523,56.7,229,0,0,0,0,0,0
11119,L51118,L,298.7,306.2,1621,51.1,108,0,0,0,0,0,0
11120,L51119,L,298.2,307.9,1514,39.8,30,0,0,0,0,0,0
11121,L51120,L,302.5,310.0,1812,48.9,44,0,0,0,0,0,0
11122,L51121,L,295.3,305.7,1884,40.1,145,0,0,0,0,0,0
11123,M21122,M,298.7,308.6,1852,39.1,84,0,0,0,0,0,0
11124,M21123,M,299.0,310.5,1656,23.1,173,1,0,0,0,0,1
11125,M21124,M,299.8,308.8,1516,38.4,44,0,0,0,0,0,0
11126,L51125,L,298.7,308.8,1348,27.0,121,0,0,0,0,0,0
11127,M21126,M,303.7,312.5,1601,56.4,68,0,0,0,0,0,0
11128,L51127,L,299.1,310.4,1202,43.3,127,0,0,0,0,0,0
11129,L51128,L,303.1,313.8,1445,43.0,83,0,0,0,0,0,0
11130,M21129,M,295.3,308.1,1591,45.7,116,0,0,0,0,0,0
11131,L51130,L,300.9,312.6,1621,46.0,22,0,0,0,0,0,0
11132,L51131,L,297.8,307.2,1352,37.7,32,0,0,0,0,0,0
11133,L51132,L,298.5,307.7,1612,47.0,35,0,0,0,0,0,0
11134,M21133,M,298.2,308.8,1445,51.1,216,1,1,0,0,1,0
11135,H11134,H,295.6,305.7,1634,42.4,207,0,0,0,0,0,0
11136,H11135,H,302.6,313.8,1304,32.6,157,0,0,0,0,0,0
11137,M21136,M,303.2,313.1,1375,42.9,35,0,0,0,0,0,0
11138,M21137,M,296.6,306.1,1281,32.4,140,0,0,0,0,0,0
11139,L51138,L,302.9,309.8,1797,33.2,231,0,0,0,0,0,0
11140,M21139,M,302.0,311.9,1483,50.6,177,0,0,0,0,0,0
11141,L51140,L,300.7,311.5,1786,47.9,245,0,0,0,0,0,0
11142,L51141,L,297.7,308.3,1487,47.2,108,0,0,0,0,0,0
11143,M21142,M,300.1,309.5,1610,53.5,47,0,0,0,0,0,0
11144,L51143,L,303.6,313.7,1466,62.9,215,0,0,0,0,0,0
11145,M21144,M,300.5,312.0,1190,38.7,31,0,0,0,0,0,0
11146,M21145,M,299.2,309.0,1489,50.4,32,1,0,0,0,0,1
11147,M21146,M,299.7,306.5,1704,44.7,164,0,0,0,0,0,0
11148,L51147,L,300.2,312.0,1175,52.4,218,0,0,0,0,0,0
11149,L51148,L,298.9,308.3,1518,51.5,237,0,0,0,0,0,0
11150,L51149,L,298.8,309.5,1582,58.6,122,0,0,0,0,0,0
11151,L51150,L,300.4,313.0,1633,41.4,207,0,0,0,0,0,0
11152,L51151,L,304.5,312.0,1751,47.2,156,0,0,0,0,0,0
11153,M21152,M,300.1,310.4,1698,34.6,99,0,0,0,0,0,0
11154,M21153,M,298.0,307.5,1479,40.6,195,0,0,0,0,0,0
11155,L51154,L,299.3,310.2,1794,57.6,130,0,0,0,0,0,0
11156,L51155,L,303.5,313.8,1628,30.3,82,0,0,0,0,0,0
11157,L51156,L,298.1,308.3,1824,51.7,210,0,0,0,0,0,0
11158,M21157,M,299.7,307.4,1503,50.9,85,0,0,0,0,0,0
11159,L51158,L,299.5,308.9,1437,43.5,51,0,0,0,0,0,0
11160,H11159,H,300.4,311.3,1643,56.3,11,0,0,0,0,0,0
11161,L51160,L,298.2,307.9,1447,47.9,183,0,0,0,0,0,0
11162,M21161,M,297.9,307.5,1325,41.7,137,0,0,0,0,0,0
11163,H11162,H,299.8,308.1,1347,34.6,117,0,0,0,0,0,0
11164,L51163,L,299.7,309.4,1660,47.3,51,0,0,0,0,0,0
11165,L51164,L,302.5,310.1,1800,39.0,60,0,0,0,0,0,0
11166,L51165,L,301.2,311.8,1303,36.8,163,0,0,0,0,0,0
11167,L51166,L,303.5,312.5,1534,34.2,111,0,0,0,0,0,0
11168,M21167,M,298.6,308.6,1532,29.4,216,0,0,0,0,0,0
11169,M21168,M,300.9,313.2,1578,39.4,108,0,0,0,0,0,0
11170,H11169,H,300.9,309.5,1225,55.7,67,0,0,0,0,0,0
11171,M21170,M,302.9,312.7,1716,34.0,4,0,0,0,0,0,0
11172,M21171,M,298.0,308.4,1480,58.2,152,0,0,0,0,0,0
11173,M21172,M,297.2,306.1,1471,32.9,72,0,0,0,0,0,0
11174,L51173,L,295.6,305.7,1610,42.7,114,0,0,0,0,0,0
11175,M21174,M,302.5,312.0,1511,56.1,130,0,0,0,0,0,0
11176,M21175,M,298.7,307.3,1604,43.4,165,0,0,0,0,0,0
11177,M21176,M,300.2,309.0,1523,29.1,68,1,0,0,0,0,1
11178,L51177,L,301.7,310.1,1421,37.6,199,0,0,0,0,0,0
11179,M21178,M,297.4,308.6,1541,31.7,0,0,0,0,0,0,0
11180,M21179,M,295.3,305.7,1663,40.8,246,0,0,0,0,0,0
11181,L51180,L,298.7,308.2,1827,54.3,149,0,0,0,0,0,0
11182,H11181,H,296.9,305.7,1533,29.2,198,0,0,0,0,0,0
11183,L51182,L,298.5,306.9,1262,40.1,22,0,0,0,0,0,0
11184,M21183,M,304.5,313.8,1470,49.3,143,0,0,0,0,0,0
11185,H11184,H,299.4,310.5,1727,55.5,154,0,0,0,0,0,0
11186,L51185,L,301.3,311.4,1675,43.5,244,0,0,0,0,0,0
11187,H11186,H,299.9,310.3,1570,33.1,109,0,0,0,0,0,0
11188,L51187,L,302.0,310.7,1627,42.8,241,0,0,0,0,0,0
11189,M21188,M,301.1,313.6,1712,25.0,137,0,0,0,0,0,0
11190,M21189,M,299.1,310.8,1187,52.5,215,0,0,0,0,0,0
11191,M21190,M,301.7,311.5,1836,43.5,145,0,0,0,0,0,0
11192,M21191,M,298.1,307.5,1767,55.1,206,0,0,0,0,0,0
11193,L51192,L,299.4,311.8,1503,37.1,8,0,0,0,0,0,0
11194,L51193,L,301.2,311.0,1726,60.9,140,0,0,0,0,0,0
11195,L51194,L,298.2,305.7,1480,42.1,14,0,0,0,0,0,0
11196,M21195,M,296.7,305.7,1715,53.8,97,0,0,0,0,0,0
11197,L51196,L,303.2,313.8,1620,41.5,201,0,0,0,0,0,0
11198,L51197,L,295.6,306.5,1591,31.0,232,0,0,0,0,0,0
11199,M21198,M,298.4,309.3,1698,27.7,42,0,0,0,0,0,0
11200,H11199,H,303.2,313.8,1667,51.0,55,1,0,0,1,0,0
11201,L51200,L,297.2,307.5,1744,48.1,181,0,0,0,0,0,0
11202,L51201,L,301.2,313.2,1512,31.8,132,0,0,0,0,0,0
11203,M21202,M,299.1,307.8,1780,39.9,79,0,0,0,0,0,0
11204,L51203,L,298.2,306.9,1574,39.3,177,0,0,0,0,0,0
11205,H11204,H,298.4,305.8,1556,59.6,238,0,0,0,0,0,0
11206,M21205,M,300.7,311.8,1663,34.4,202,0,0,0,0,0,0
11207,L51206,L,299.7,310.4,1580,35.0,66,0,0,0,0,0,0
11208,H11207,H,301.1,309.8,1424,31.8,61,0,0,0,0,0,0
11209,L51208,L,301.2,311.2,1424,40.0,138,0,0,0,0,0,0
11210,M21209,M,300.9,311.2,1654,30.5,178,0,0,0,0,0,0
11211,M21210,M,304.5,313.8,1517,40.2,221,0,0,0,0,0,0
11212,L51211,L,299.1,310.1,1563,45.5,115,0,0,0,0,0,0
11213,M21212,M,299.4,311.3,1969,32.3,103,0,0,0,0,0,0
11214,L51213,L,299.3,309.8,1732,36.7,202,0,0,0,0,0,0
11215,M21214,M,298.6,309.0,1752,37.5,22,0,0,0,0,0,0
11216,L51215,L,300.4,310.2,1397,31.9,88,0,0,0,0,0,0
11217,L51216,L,300.7,311.3,1316,44.3,221,0,0,0,0,0,0
11218,M21217,M,298.2,308.5,1748,52.9,100,0,0,0,0,0,0
11219,L51218,L,301.0,306.7,1249,38.0,180,0,0,0,0,0,0
11220,L51219,L,300.0,309.8,1643,50.9,54,0,0,0,0,0,0
11221,H11220,H,304.2,313.8,1396,37.1,186,0,0,0,0,0,0
11222,L51221,L,297.6,305.7,1426,39.6,183,0,0,0,0,0,0
11223,H11222,H,299.6,308.9,1526,38.4,138,0,0,0,0,0,0
11224,M21223,M,304.0,312.7,1574,50.4,109,0,0,0,0,0,0
11225,M21224,M,301.4,313.2,1332,51.6,142,0,0,0,0,0,0
11226,L51225,L,301.5,309.9,1790,46.0,23,0,0,0,0,0,0
11227,L51226,L,298.8,309.7,1636,50.2,228,0,0,0,0,0,0
11228,M21227,M,299.5,307.0,1364,46.8,245,0,0,0,0,0,0
11229,L51228,L,299.1,309.1,1520,41.3,42,0,0,0,0,0,0
11230,M21229,M,298.0,309.6,1246,46.9,168,0,0,0,0,0,0
11231,L51230,L,298.8,308.7,1953,46.8,40,0,0,0,0,0,0
11232,H11231,H,301.6,312.8,1472,37.9,14,0,0,0,0,0,0
11233,L51232,L,300.8,311.0,1493,45.5,131,0,0,0,0,0,0
11234,M21233,M,300.3,313.8,1282,32.1,221,0,0,0,0,0,0
11235,M21234,M,298.7,309.8,1838,28.5,15,0,0,0,0,0,0
11236,M21235,M,302.4,312.8,1717,47.2,17,0,0,0,0,0,0
11237,L51236,L,300.2,309.0,1576,57.8,134,1,0,0,1,0,0
11238,L51237,L,301.8,312.6,1452,44.8,238,0,0,0,0,0,0
11239,L51238,L,297.4,307.5,1643,48.6,15,0,0,0,0,0,0
11240,L51239,L,297.8,307.3,1441,48.8,170,0,0,0,0,0,0
11241,H11240,H,298.0,309.5,1444,53.8,129,0,0,0,0,0,0
11242,M21241,M,299.9,309.7,1690,52.8,234,0,0,0,0,0,0
11243,L51242,L,301.1,311.7,1514,50.1,186,0,0,0,0,0,0
11244,L51243,L,300.2,312.1,1638,28.6,247,0,0,0,0,0,0
11245,L51244,L,300.1,310.3,1269,53.7,74,0,0,0,0,0,0
11246,L51245,L,298.8,310.3,1597,34.5,144,0,0,0,0,0,0
11247,L51246,L,295.8,309.1,1247,37.0,85,0,0,0,0,0,0
11248,L51247,L,300.5,311.7,1514,37.4,202,0,0,0,0,0,0
11249,M21248,M,301.7,309.3,1622,39.9,84,0,0,0,0,0,0
11250,L51249,L,300.0,310.4,1727,47.9,23,0,0,0,0,0,0
11251,L51250,L,300.0,308.8,1573,41.0,3,0,0,0,0,0,0
11252,L51251,L,297.7,305.7,1792,44.1,244,0,0,0,0,0,0
11253,M21252,M,295.9,305.7,1837,45.2,42,0,0,0,0,0,0
11254,L51253,L,300.8,311.3,1765,30.8,163,0,0,0,0,0,0
11255,M21254,M,304.2,313.8,1556,33.4,131,0,0,0,0,0,0
11256,L51255,L,302.3,311.7,1490,14.4,123,0,0,0,0,0,0
11257,L51256,L,304.3,313.8,1462,54.0,163,0,0,0,0,0,0
11258,L51257,L,300.1,312.4,1489,35.9,127,0,0,0,0,0,0
11259,L51258,L,303.9,313.2,1483,41.9,172,0,0,0,0,0,0
11260,L51259,L,298.8,308.0,1445,34.3,51,0,0,0,0,0,0
11261,M21260,M,303.5,313.4,1207,43.6,148,0,0,0,0,0,0
11262,L51261,L,303.9,312.9,1561,39.1,53,0,0,0,0,0,0
11263,L51262,L,300.1,307.3,1793,38.3,118,0,0,0,0,0,0
11264,L51263,L,304.3,313.8,1484,20.9,121,0,0,0,0,0,0
11265,L51264,L,302.2,313.8,1601,41.7,55,0,0,0,0,0,0
11266,L51265,L,299.0,309.0,1395,38.8,46,0,0,0,0,0,0
11267,L51266,L,298.9,310.0,1590,54.1,39,0,0,0,0,0,0
11268,L51267,L,298.6,306.3,1495,28.1,240,0,0,0,0,0,0
11269,L51268,L,299.9,312.5,1421,56.4,236,0,0,0,0,0,0
11270,L51269,L,297.6,308.7,1398,39.5,27,0,0,0,0,0,0
11271,L51270,L,301.0,309.5,1632,39.9,157,0,0,0,0,0,0
11272,H11271,H,297.8,306.4,1475,44.4,243,0,0,0,0,0,0
11273,L51272,L,299.9,310.3,1749,52.5,3,0,0,0,0,0,0
11274,L51273,L,301.1,311.8,1579,40.8,194,0,0,0,0,0,0
11275,L51274,L,300.4,309.8,1474,45.5,184,0,0,0,0,0,0
11276,L51275,L,299.9,312.7,1517,34.2,132,0,0,0,0,0,0
11277,H11276,H,298.2,309.7,1456,60.9,98,0,0,0,0,0,0
11278,L51277,L,304.5,313.8,1588,37.7,242,0,0,0,0,0,0
11279,M21278,M,299.2,309.9,1627,35.8,128,0,0,0,0,0,0
11280,M21279,M,298.3,310.4,1657,46.6,177,0,0,0,0,0,0
11281,M21280,M,300.5,310.1,1474,37.2,152,0,0,0,0,0,0
11282,L51281,L,299.0,310.7,1770,34.1,241,0,0,0,0,0,0
11283,L51282,L,301.6,313.8,1847,41.4,209,0,0,0,0,0,0
11284,L51283,L,302.0,313.5,1531,51.1,211,0,0,0,0,0,0
11285,M21284,M,302.2,312.7,1408,49.2,42,0,0,0,0,0,0
11286,L51285,L,304.5,313.6,1613,52.4,128,0,0,0,0,0,0
11287,L51286,L,300.6,310.8,1461,31.3,139,0,0,0,0,0,0
11288,L51287,L,298.1,306.6,1556,42.7,79,0,0,0,0,0,0
11289,M21288,M,300.1,308.2,1781,36.1,115,0,0,0,0,0,0
11290,L51289,L,300.6,311.5,1834,38.0,55,0,0,0,0,0,0
11291,L51290,L,298.6,308.9,1408,49.0,134,0,0,0,0,0,0
11292,H11291,H,300.2,308.5,1407,36.7,41,0,0,0,0,0,0
11293,L51292,L,295.3,305.8,1499,50.7,76,0,0,0,0,0,0
11294,L51293,L,298.7,310.9,1537,41.1,126,0,0,0,0,0,0
11295,L51294,L,300.2,310.3,1477,50.4,48,0,0,0,0,0,0
11296,H11295,H,296.8,308.6,1618,38.5,189,0,0,0,0,0,0
11297,L51296,L,297.1,305.7,1397,58.6,5,0,0,0,0,0,0
11298,L51297,L,298.9,308.8,1704,43.0,164,0,0,0,0,0,0
11299,L51298,L,299.0,310.3,1525,46.2,182,0,0,0,0,0,0
11300,M21299,M,302.6,313.8,1686,25.1,30,0,0,0,0,0,0
11301,M21300,M,301.4,311.8,1358,48.5,61,0,0,0,0,0,0
11302,L51301,L,297.3,306.5,1231,21.8,248,0,0,0,0,0,0
11303,M21302,M,299.2,310.5,1865,42.2,159,0,0,0,0,0,0
11304,L51303,L,299.8,310.8,1638,36.1,85,0,0,0,0,0,0
11305,L51304,L,302.7,313.2,1746,48.8,1,0,0,0,0,0,0
11306,L51305,L,300.4,308.6,1727,59.2,84,0,0,0,0,0,0
11307,L51306,L,298.7,307.1,1690,42.1,175,0,0,0,0,0,0
11308,M21307,M,304.4,313.8,1734,33.3,214,1,0,0,1,0,0
11309,L51308,L,299.7,309.0,1699,38.0,175,0,0,0,0,0,0
11310,L51309,L,298.5,310.9,1557,24.8,27,0,0,0,0,0,0
11311,H11310,H,301.2,308.7,1222,18.2,5,1,0,1,0,0,0
11312,M21311,M,300.1,309.9,1444,38.7,12,0,0,0,0,0,0
11313,L51312,L,301.3,310.9,1929,52.4,71,0,0,0,0,0,0
11314,L51313,L,301.0,310.2,1568,53.6,190,0,0,0,0,0,0
11315,M21314,M,301.4,312.9,1546,53.9,154,0,0,0,0,0,0
11316,L51315,L,302.5,312.7,1466,29.0,171,0,0,0,0,0,0
11317,M21316,M,297.0,305.7,1472,24.4,206,0,0,0,0,0,0
11318,H11317,H,301.4,313.8,1432,26.5,12,0,0,0,0,0,0
11319,L51318,L,297.7,308.5,1852,25.3,150,0,0,0,0,0,0
11320,H11319,H,298.9,309.6,1448,52.8,150,0,0,0,0,0,0
11321,L51320,L,300.6,308.2,1585,54.6,13,1,0,0,1,0,0
11322,L51321,L,301.3,309.7,1401,38.8,200,0,0,0,0,0,0
11323,L51322,L,302.6,313.8,1746,37.8,221,0,0,0,0,0,0
11324,L51323,L,300.9,313.0,1393,37.1,48,0,0,0,0,0,0
11325,L51324,L,300.4,308.3,1277,33.2,1,0,0,0,0,0,0
11326,H11325,H,300.8,311.3,1325,45.5,189,0,0,0,0,0,0
11327,M21326,M,303.4,313.8,1357,40.1,110,0,0,0,0,0,0
11328,L51327,L,299.0,309.5,1707,25.2,147,0,0,0,0,0,0
11329,L51328,L,301.7,308.8,1475,52.6,54,0,0,0,0,0,0
11330,L51329,L,298.5,310.2,1607,37.9,9,0,0,0,0,0,0
11331,L51330,L,302.3,313.8,1600,36.3,202,0,0,0,0,0,0
11332,L51331,L,299.4,306.5,1275,32.2,217,0,0,0,0,0,0
11333,L51332,L,298.6,306.6,1533,32.7,217,0,0,0,0,0,0
11334,M21333,M,297.1,305.7,1452,33.1,11,0,0,0,0,0,0
11335,L51334,L,300.4,309.3,1404,27.5,172,0,0,0,0,0,0
11336,M21335,M,303.4,313.8,1566,23.4,90,0,0,0,0,0,0
11337,M21336,M,301.6,309.8,1603,29.4,14,0,0,0,0,0,0
11338,L51337,L,302.5,310.3,1688,36.1,179,0,0,0,0,0,0
11339,L51338,L,301.6,312.8,1445,19.3,173,0,0,0,0,0,0
11340,L51339,L,300.5,307.0,1774,33.1,10,0,0,0,0,0,0
11341,M21340,M,301.2,312.6,1537,32.9,151,0,0,0,0,0,0
11342,L51341,L,297.8,309.4,1396,18.2,176,0,0,0,0,0,0
11343,M21342,M,300.7,310.8,1599,37.0,9,0,0,0,0,0,0
11344,M21343,M,302.7,312.0,1783,22.0,18,0,0,0,0,0,0
11345,L51344,L,299.3,309.7,1646,43.5,188,0,0,0,0,0,0
11346,M21345,M,302.0,313.6,1732,39.4,9,0,0,0,0,0,0
11347,H11346,H,302.4,312.5,1393,45.0,200,0,0,0,0,0,0
11348,L51347,L,302.1,313.7,1389,30.6,248,0,0,0,0,0,0
11349,L51348,L,304.1,313.8,1681,55.0,95,0,0,0,0,0,0
11350,M21349,M,301.6,312.6,1540,37.7,52,0,0,0,0,0,0
11351,M21350,M,301.7,312.1,1642,42.8,82,0,0,0,0,0,0
11352,L51351,L,300.5,312.0,1673,31.5,102,0,0,0,0,0,0
11353,L51352,L,297.6,307.9,1493,32.6,138,0,0,0,0,0,0
11354,L51353,L,297.9,310.4,1435,34.2,84,0,0,0,0,0,0
11355,L51354,L,299.8,310.1,1639,21.8,193,0,0,0,0,0,0
11356,L51355,L,300.0,312.1,1706,46.0,191,0,0,0,0,0,0
11357,L51356,L,300.6,309.8,1614,33.8,206,0,0,0,0,0,0
11358,L51357,L,301.2,310.2,1336,41.6,228,0,0,0,0,0,0
11359,M21358,M,299.2,307.9,1685,30.8,220,0,0,0,0,0,0
11360,L51359,L,298.0,309.9,1361,33.3,223,0,0,0,0,0,0
11361,M21360,M,300.3,309.8,1366,37.8,1,0,0,0,0,0,0
11362,L51361,L,303.1,311.6,1445,23.1,48,0,0,0,0,0,0
11363,M21362,M,301.2,313.0,1562,36.4,235,0,0,0,0,0,0
11364,M21363,M,302.2,313.8,1521,29.6,95,0,0,0,0,0,0
11365,M21364,M,300.2,311.6,1293,41.6,129,0,0,0,0,0,0
11366,L51365,L,296.2,309.3,1376,39.7,21,0,0,0,0,0,0
11367,L51366,L,301.1,311.6,1529,50.5,69,0,0,0,0,0,0
11368,M21367,M,299.6,309.9,1388,49.2,128,0,0,0,0,0,0
11369,L51368,L,302.4,310.9,1308,36.1,123,0,0,0,0,0,0
11370,M21369,M,304.5,312.8,1316,32.8,90,0,0,0,0,0,0
11371,L51370,L,298.7,308.7,1527,39.5,193,0,0,0,0,0,0
11372,L51371,L,300.0,310.1,1285,23.3,68,0,0,0,0,0,0
11373,L51372,L,300.1,309.2,1376,50.1,195,0,0,0,0,0,0
11374,M21373,M,299.5,308.1,1467,43.3,0,0,0,0,0,0,0
11375,L51374,L,299.1,307.0,1438,32.4,11,0,0,0,0,0,0
11376,L51375,L,301.9,311.4,1366,35.7,65,0,0,0,0,0,0
11377,L51376,L,300.9,310.3,1824,42.7,42,0,0,0,0,0,0
11378,L51377,L,295.9,305.7,1525,37.4,8,0,0,0,0,0,0
11379,L51378,L,299.3,307.2,1818,45.9,87,0,0,0,0,0,0
11380,H11379,H,300.2,310.5,1517,39.3,149,0,0,0,0,0,0
11381,M21380,M,297.3,305.9,1646,45.8,147,0,0,0,0,0,0
11382,M21381,M,299.3,309.9,1319,21.0,183,0,0,0,0,0,0
11383,L51382,L,299.0,308.7,1564,45.1,163,0,0,0,0,0,0
11384,M21383,M,300.6,311.2,1640,36.8,45,0,0,0,0,0,0
11385,L51384,L,299.2,307.9,1221,32.2,28,0,0,0,0,0,0
11386,L51385,L,297.7,305.7,1283,41.1,98,0,0,0,0,0,0
11387,L51386,L,299.1,308.8,1617,40.3,190,0,0,0,0,0,0
11388,M21387,M,303.1,313.8,1538,57.4,204,0,0,0,0,0,0
11389,M21388,M,298.4,308.2,1465,29.6,170,0,0,0,0,0,0
11390,L51389,L,304.3,313.8,1238,26.2,101,0,0,0,0,0,0
11391,L51390,L,297.6,310.8,1323,47.0,40,0,0,0,0,0,0
11392,M21391,M,296.4,305.7,1641,31.7,160,0,0,0,0,0,0
11393,M21392,M,300.9,309.5,1336,40.5,155,0,0,0,0,0,0
11394,H11393,H,301.7,312.7,1473,44.7,138,0,0,0,0,0,0
11395,M21394,M,302.3,310.6,1248,47.3,145,0,0,0,0,0,0
11396,L51395,L,299.5,309.7,1504,48.4,13,0,0,0,0,0,0
11397,M21396,M,301.9,310.7,1739,29.0,165,0,0,0,0,0,0
11398,H11397,H,298.2,306.8,1252,35.9,75,0,0,0,0,0,0
11399,M21398,M,301.5,312.2,1569,46.5,113,0,0,0,0,0,0
11400,M21399,M,299.7,311.8,1371,43.0,151,0,0,0,0,0,0
11401,M21400,M,300.7,311.6,1806,35.1,253,0,0,0,0,0,0
11402,M21401,M,302.4,310.0,1368,29.5,150,1,1,0,0,0,0
11403,L51402,L,303.9,313.0,1229,42.6,177,0,0,0,0,0,0
11404,L51403,L,299.5,308.9,1525,39.2,59,0,0,0,0,0,0
11405,L51404,L,299.5,311.6,1545,52.4,151,0,0,0,0,0,0
11406,M21405,M,299.8,306.6,1586,51.0,153,0,0,0,0,0,0
11407,L51406,L,297.4,308.9,1932,13.3,39,0,0,0,0,0,0
11408,L51407,L,303.3,313.5,1653,53.4,79,0,0,0,0,0,0
11409,L51408,L,300.0,308.1,1625,36.0,38,0,0,0,0,0,0
11410,M21409,M,300.6,310.0,1558,25.1,21,0,0,0,0,0,0
11411,L51410,L,299.1,307.2,1528,43.0,61,0,0,0,0,0,0
11412,H11411,H,296.4,305.7,1663,40.1,223,0,0,0,0,0,0
11413,M21412,M,300.8,311.0,1605,54.3,198,0,0,0,0,0,0
11414,L51413,L,301.5,311.0,1606,31.5,57,0,0,0,0,0,0
11415,L51414,L,297.5,308.1,1341,48.2,187,0,0,0,0,0,0
11416,L51415,L,304.4,311.5,1578,59.6,225,0,0,0,0,0,0
11417,L51416,L,301.8,310.7,1377,40.2,14,0,0,0,0,0,0
11418,M21417,M,297.1,306.4,1810,45.1,183,0,0,0,0,0,0
11419,L51418,L,299.1,308.7,1479,51.0,58,0,0,0,0,0,0
11420,L51419,L,299.2,308.3,1298,40.5,60,0,0,0,0,0,0
11421,H11420,H,298.7,308.5,1502,38.6,213,0,0,0,0,0,0
11422,L51421,L,298.8,309.4,1177,36.9,27,0,0,0,0,0,0
11423,L51422,L,300.8,308.5,1600,41.4,95,0,0,0,0,0,0
11424,H11423,H,296.2,308.2,1401,45.7,88,0,0,0,0,0,0
11425,H11424,H,300.3,310.5,1549,20.3,84,0,0,0,0,0,0
11426,L51425,L,298.3,305.7,1567,32.8,99,0,0,0,0,0,0
11427,L51426,L,301.1,313.8,1548,42.9,225,0,0,0,0,0,0
11428,L51427,L,302.4,309.9,1758,19.5,25,0,0,0,0,0,0
11429,M21428,M,303.5,313.8,1472,27.8,183,0,0,0,0,0,0
11430,M21429,M,299.6,310.4,1645,34.8,235,0,0,0,0,0,0
11431,H11430,H,299.4,310.5,1558,49.4,215,0,0,0,0,0,0
11432,L51431,L,298.4,310.3,1360,30.9,99,0,0,0,0,0,0
11433,L51432,L,302.8,313.8,1569,54.2,51,0,0,0,0,0,0
11434,H11433,H,299.1,309.4,1594,44.6,152,0,0,0,0,0,0
11435,L51434,L,300.7,311.0,1306,36.6,72,0,0,0,0,0,0
11436,L51435,L,299.6,310.7,1746,23.2,193,0,0,0,0,0,0
11437,L51436,L,298.5,309.8,1636,56.4,130,0,0,0,0,0,0
11438,L51437,L,298.5,310.0,1751,41.2,187,0,0,0,0,0,0
11439,M21438,M,300.3,308.4,1560,28.1,241,0,0,0,0,0,0
11440,L51439,L,301.6,312.3,1800,33.0,54,0,0,0,0,0,0
11441,L51440,L,303.1,309.4,1907,53.8,9,1,0,0,1,0,0
11442,L51441,L,301.1,312.1,1874,23.7,25,0,0,0,0,0,0
11443,L51442,L,303.2,313.4,1725,54.2,169,0,0,0,0,0,0
11444,L51443,L,299.0,311.1,1576,41.3,11,0,0,0,0,0,0
11445,M21444,M,299.5,308.8,1788,43.0,57,0,0,0,0,0,0
11446,H11445,H,303.3,312.7,1743,50.2,161,0,0,0,0,0,0
11447,M21446,M,302.7,309.9,1308,44.7,0,0,0,0,0,0,0
11448,L51447,L,302.6,313.0,1786,40.6,2,0,0,0,0,0,0
11449,M21448,M,299.8,308.8,1535,41.3,203,0,0,0,0,0,0
11450,L51449,L,299.7,312.8,1799,42.2,22,0,0,0,0,0,0
11451,L51450,L,302.5,313.8,1207,32.0,22,0,0,0,0,0,0
11452,L51451,L,299.3,310.5,1724,47.7,194,0,0,0,0,0,0
11453,H11452,H,297.0,307.1,1300,33.5,202,0,0,0,0,0,0
11454,L51453,L,300.2,310.9,1410,24.4,224,0,0,0,0,0,0
11455,L51454,L,299.4,308.6,1585,52.7,193,0,0,0,0,0,0
11456,M21455,M,303.7,313.8,1278,57.1,57,0,0,0,0,0,0
11457,L51456,L,298.4,307.2,1539,53.8,73,0,0,0,0,0,0
11458,L51457,L,297.8,307.6,1542,44.1,69,0,0,0,0,0,0
11459,L51458,L,300.4,311.0,1889,33.8,155,0,0,0,0,0,0
11460,M21459,M,300.3,309.8,1688,48.7,4,0,0,0,0,0,0
11461,L51460,L,300.6,308.7,1319,53.5,79,0,0,0,0,0,0
11462,H11461,H,297.8,307.3,1575,44.2,202,0,0,0,0,0,0
